{'symbol': 'BANK.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'BANK.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'VOKS.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'VOKS.JK', 'dividends': 4, 'splits': 1, 'total': 5, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'WIDI.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'WIDI.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'AALI.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'AALI.JK', 'dividends': 43, 'splits': 0, 'total': 43, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ADES.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'ADES.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'AGAR.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'AGAR.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'AISA.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'AISA.JK', 'dividends': 3, 'splits': 0, 'total': 3, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ANDI.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'ANDI.JK', 'dividends': 0, 'splits': 1, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ANJT.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'ANJT.JK', 'dividends': 8, 'splits': 0, 'total': 8, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ASHA.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'ASHA.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'AYAM.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'AYAM.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BEEF.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'BEEF.JK', 'dividends': 0, 'splits': 2, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BISI.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'BISI.JK', 'dividends': 15, 'splits': 0, 'total': 15, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BOBA.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'BOBA.JK', 'dividends': 8, 'splits': 0, 'total': 8, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BRRC.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'BRRC.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BUAH.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'BUAH.JK', 'dividends': 4, 'splits': 1, 'total': 5, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BUDI.JK', 'price_stats': {'eod_records': 3625, 'intraday_records': 0, 'total_records': 3625}, 'action_stats': {'symbol': 'BUDI.JK', 'dividends': 19, 'splits': 0, 'total': 19, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CAMP.JK', 'price_stats': {'eod_records': 2531, 'intraday_records': 0, 'total_records': 2531}, 'action_stats': {'symbol': 'CAMP.JK', 'dividends': 6, 'splits': 0, 'total': 6, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CEKA.JK', 'price_stats': {'eod_records': 8906, 'intraday_records': 0, 'total_records': 8906}, 'action_stats': {'symbol': 'CEKA.JK', 'dividends': 12, 'splits': 1, 'total': 13, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CLEO.JK', 'price_stats': {'eod_records': 2731, 'intraday_records': 0, 'total_records': 2731}, 'action_stats': {'symbol': 'CLEO.JK', 'dividends': 6, 'splits': 2, 'total': 8, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CMRY.JK', 'price_stats': {'eod_records': 1278, 'intraday_records': 0, 'total_records': 1278}, 'action_stats': {'symbol': 'CMRY.JK', 'dividends': 5, 'splits': 0, 'total': 5, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CPIN.JK', 'price_stats': {'eod_records': 8912, 'intraday_records': 0, 'total_records': 8912}, 'action_stats': {'symbol': 'CPIN.JK', 'dividends': 19, 'splits': 2, 'total': 21, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CPRO.JK', 'price_stats': {'eod_records': 5957, 'intraday_records': 0, 'total_records': 5957}, 'action_stats': {'symbol': 'CPRO.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CRAB.JK', 'price_stats': {'eod_records': 1073, 'intraday_records': 0, 'total_records': 1073}, 'action_stats': {'symbol': 'CRAB.JK', 'dividends': 3, 'splits': 0, 'total': 3, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CSRA.JK', 'price_stats': {'eod_records': 1866, 'intraday_records': 0, 'total_records': 1866}, 'action_stats': {'symbol': 'CSRA.JK', 'dividends': 5, 'splits': 0, 'total': 5, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'DAYA.JK', 'price_stats': {'eod_records': 2995, 'intraday_records': 0, 'total_records': 2995}, 'action_stats': {'symbol': 'DAYA.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'DEWI.JK', 'price_stats': {'eod_records': 1094, 'intraday_records': 0, 'total_records': 1094}, 'action_stats': {'symbol': 'DEWI.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'DMND.JK', 'price_stats': {'eod_records': 1855, 'intraday_records': 0, 'total_records': 1855}, 'action_stats': {'symbol': 'DMND.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'DSFI.JK', 'price_stats': {'eod_records': 8092, 'intraday_records': 0, 'total_records': 8092}, 'action_stats': {'symbol': 'DSFI.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'DSNG.JK', 'price_stats': {'eod_records': 3930, 'intraday_records': 0, 'total_records': 3930}, 'action_stats': {'symbol': 'DSNG.JK', 'dividends': 12, 'splits': 1, 'total': 13, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ENZO.JK', 'price_stats': {'eod_records': 1656, 'intraday_records': 0, 'total_records': 1656}, 'action_stats': {'symbol': 'ENZO.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'EPMT.JK', 'price_stats': {'eod_records': 9269, 'intraday_records': 0, 'total_records': 9269}, 'action_stats': {'symbol': 'EPMT.JK', 'dividends': 19, 'splits': 0, 'total': 19, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'EURO.JK', 'price_stats': {'eod_records': 1075, 'intraday_records': 0, 'total_records': 1075}, 'action_stats': {'symbol': 'EURO.JK', 'dividends': 3, 'splits': 0, 'total': 3, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'FAPA.JK', 'price_stats': {'eod_records': 1565, 'intraday_records': 0, 'total_records': 1565}, 'action_stats': {'symbol': 'FAPA.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'FISH.JK', 'price_stats': {'eod_records': 7517, 'intraday_records': 0, 'total_records': 7517}, 'action_stats': {'symbol': 'FISH.JK', 'dividends': 22, 'splits': 1, 'total': 23, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'FLMC.JK', 'price_stats': {'eod_records': 1408, 'intraday_records': 0, 'total_records': 1408}, 'action_stats': {'symbol': 'FLMC.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'FOOD.JK', 'price_stats': {'eod_records': 2188, 'intraday_records': 0, 'total_records': 2188}, 'action_stats': {'symbol': 'FOOD.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'FORE.JK', 'price_stats': {'eod_records': 263, 'intraday_records': 0, 'total_records': 263}, 'action_stats': {'symbol': 'FORE.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'GOOD.JK', 'price_stats': {'eod_records': 2268, 'intraday_records': 0, 'total_records': 2268}, 'action_stats': {'symbol': 'GOOD.JK', 'dividends': 7, 'splits': 1, 'total': 8, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'GRPM.JK', 'price_stats': {'eod_records': 793, 'intraday_records': 0, 'total_records': 793}, 'action_stats': {'symbol': 'GRPM.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'GULA.JK', 'price_stats': {'eod_records': 1079, 'intraday_records': 0, 'total_records': 1079}, 'action_stats': {'symbol': 'GULA.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'GUNA.JK', 'price_stats': {'eod_records': 494, 'intraday_records': 0, 'total_records': 494}, 'action_stats': {'symbol': 'GUNA.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'GZCO.JK', 'price_stats': {'eod_records': 5505, 'intraday_records': 0, 'total_records': 5505}, 'action_stats': {'symbol': 'GZCO.JK', 'dividends': 4, 'splits': 1, 'total': 5, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'HERO.JK', 'price_stats': {'eod_records': 9288, 'intraday_records': 0, 'total_records': 9288}, 'action_stats': {'symbol': 'HERO.JK', 'dividends': 0, 'splits': 1, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'HOKI.JK', 'price_stats': {'eod_records': 2681, 'intraday_records': 0, 'total_records': 2681}, 'action_stats': {'symbol': 'HOKI.JK', 'dividends': 9, 'splits': 1, 'total': 10, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ICBP.JK', 'price_stats': {'eod_records': 7938, 'intraday_records': 0, 'total_records': 7938}, 'action_stats': {'symbol': 'ICBP.JK', 'dividends': 16, 'splits': 1, 'total': 17, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'IKAN.JK', 'price_stats': {'eod_records': 1836, 'intraday_records': 0, 'total_records': 1836}, 'action_stats': {'symbol': 'IKAN.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'INDF.JK', 'price_stats': {'eod_records': 9416, 'intraday_records': 0, 'total_records': 9416}, 'action_stats': {'symbol': 'INDF.JK', 'dividends': 26, 'splits': 0, 'total': 26, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'JARR.JK', 'price_stats': {'eod_records': 1078, 'intraday_records': 0, 'total_records': 1078}, 'action_stats': {'symbol': 'JARR.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'JAWA.JK', 'price_stats': {'eod_records': 4564, 'intraday_records': 0, 'total_records': 4564}, 'action_stats': {'symbol': 'JAWA.JK', 'dividends': 4, 'splits': 0, 'total': 4, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'JPFA.JK', 'price_stats': {'eod_records': 9140, 'intraday_records': 0, 'total_records': 9140}, 'action_stats': {'symbol': 'JPFA.JK', 'dividends': 17, 'splits': 1, 'total': 18, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'KEJU.JK', 'price_stats': {'eod_records': 1903, 'intraday_records': 0, 'total_records': 1903}, 'action_stats': {'symbol': 'KEJU.JK', 'dividends': 5, 'splits': 1, 'total': 6, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'KINO.JK', 'price_stats': {'eod_records': 3163, 'intraday_records': 0, 'total_records': 3163}, 'action_stats': {'symbol': 'KINO.JK', 'dividends': 12, 'splits': 0, 'total': 12, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'KMDS.JK', 'price_stats': {'eod_records': 1663, 'intraday_records': 0, 'total_records': 1663}, 'action_stats': {'symbol': 'KMDS.JK', 'dividends': 10, 'splits': 0, 'total': 10, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'LSIP.JK', 'price_stats': {'eod_records': 9141, 'intraday_records': 0, 'total_records': 9141}, 'action_stats': {'symbol': 'LSIP.JK', 'dividends': 19, 'splits': 1, 'total': 20, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MAIN.JK', 'price_stats': {'eod_records': 6213, 'intraday_records': 0, 'total_records': 6213}, 'action_stats': {'symbol': 'MAIN.JK', 'dividends': 16, 'splits': 1, 'total': 17, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MAXI.JK', 'price_stats': {'eod_records': 815, 'intraday_records': 0, 'total_records': 815}, 'action_stats': {'symbol': 'MAXI.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MBTO.JK', 'price_stats': {'eod_records': 4681, 'intraday_records': 0, 'total_records': 4681}, 'action_stats': {'symbol': 'MBTO.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MIDI.JK', 'price_stats': {'eod_records': 4718, 'intraday_records': 0, 'total_records': 4718}, 'action_stats': {'symbol': 'MIDI.JK', 'dividends': 14, 'splits': 1, 'total': 15, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MKTR.JK', 'price_stats': {'eod_records': 994, 'intraday_records': 0, 'total_records': 994}, 'action_stats': {'symbol': 'MKTR.JK', 'dividends': 3, 'splits': 0, 'total': 3, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MPPA.JK', 'price_stats': {'eod_records': 9425, 'intraday_records': 0, 'total_records': 9425}, 'action_stats': {'symbol': 'MPPA.JK', 'dividends': 19, 'splits': 0, 'total': 19, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MRAT.JK', 'price_stats': {'eod_records': 8363, 'intraday_records': 0, 'total_records': 8363}, 'action_stats': {'symbol': 'MRAT.JK', 'dividends': 9, 'splits': 0, 'total': 9, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MYOR.JK', 'price_stats': {'eod_records': 9422, 'intraday_records': 0, 'total_records': 9422}, 'action_stats': {'symbol': 'MYOR.JK', 'dividends': 24, 'splits': 2, 'total': 26, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'NANO.JK', 'price_stats': {'eod_records': 1198, 'intraday_records': 0, 'total_records': 1198}, 'action_stats': {'symbol': 'NANO.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'NASI.JK', 'price_stats': {'eod_records': 1272, 'intraday_records': 0, 'total_records': 1272}, 'action_stats': {'symbol': 'NASI.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'NAYZ.JK', 'price_stats': {'eod_records': 915, 'intraday_records': 0, 'total_records': 915}, 'action_stats': {'symbol': 'NAYZ.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'NEST.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'NEST.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'OILS.JK', 'price_stats': {'eod_records': 1358, 'intraday_records': 0, 'total_records': 1358}, 'action_stats': {'symbol': 'OILS.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PANI.JK', 'price_stats': {'eod_records': 2288, 'intraday_records': 0, 'total_records': 2288}, 'action_stats': {'symbol': 'PANI.JK', 'dividends': 0, 'splits': 1, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PCAR.JK', 'price_stats': {'eod_records': 2522, 'intraday_records': 0, 'total_records': 2522}, 'action_stats': {'symbol': 'PCAR.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PGUN.JK', 'price_stats': {'eod_records': 1714, 'intraday_records': 0, 'total_records': 1714}, 'action_stats': {'symbol': 'PGUN.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PSDN.JK', 'price_stats': {'eod_records': 7929, 'intraday_records': 0, 'total_records': 7929}, 'action_stats': {'symbol': 'PSDN.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PSGO.JK', 'price_stats': {'eod_records': 1903, 'intraday_records': 0, 'total_records': 1903}, 'action_stats': {'symbol': 'PSGO.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'RANC.JK', 'price_stats': {'eod_records': 4245, 'intraday_records': 0, 'total_records': 4245}, 'action_stats': {'symbol': 'RANC.JK', 'dividends': 6, 'splits': 0, 'total': 6, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ROTI.JK', 'price_stats': {'eod_records': 4849, 'intraday_records': 0, 'total_records': 4849}, 'action_stats': {'symbol': 'ROTI.JK', 'dividends': 16, 'splits': 1, 'total': 17, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SGRO.JK', 'price_stats': {'eod_records': 5784, 'intraday_records': 0, 'total_records': 5784}, 'action_stats': {'symbol': 'SGRO.JK', 'dividends': 16, 'splits': 0, 'total': 16, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SIMP.JK', 'price_stats': {'eod_records': 4555, 'intraday_records': 0, 'total_records': 4555}, 'action_stats': {'symbol': 'SIMP.JK', 'dividends': 13, 'splits': 0, 'total': 13, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SIPD.JK', 'price_stats': {'eod_records': 8833, 'intraday_records': 0, 'total_records': 8833}, 'action_stats': {'symbol': 'SIPD.JK', 'dividends': 2, 'splits': 1, 'total': 3, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SKBM.JK', 'price_stats': {'eod_records': 4149, 'intraday_records': 0, 'total_records': 4149}, 'action_stats': {'symbol': 'SKBM.JK', 'dividends': 5, 'splits': 0, 'total': 5, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SKLT.JK', 'price_stats': {'eod_records': 8549, 'intraday_records': 0, 'total_records': 8549}, 'action_stats': {'symbol': 'SKLT.JK', 'dividends': 16, 'splits': 1, 'total': 17, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SMAR.JK', 'price_stats': {'eod_records': 9233, 'intraday_records': 0, 'total_records': 9233}, 'action_stats': {'symbol': 'SMAR.JK', 'dividends': 20, 'splits': 1, 'total': 21, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'STAA.JK', 'price_stats': {'eod_records': 1198, 'intraday_records': 0, 'total_records': 1198}, 'action_stats': {'symbol': 'STAA.JK', 'dividends': 4, 'splits': 0, 'total': 4, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'STTP.JK', 'price_stats': {'eod_records': 8255, 'intraday_records': 0, 'total_records': 8255}, 'action_stats': {'symbol': 'STTP.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'TAPG.JK', 'price_stats': {'eod_records': 1481, 'intraday_records': 0, 'total_records': 1481}, 'action_stats': {'symbol': 'TAPG.JK', 'dividends': 9, 'splits': 0, 'total': 9, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'TCID.JK', 'price_stats': {'eod_records': 8703, 'intraday_records': 0, 'total_records': 8703}, 'action_stats': {'symbol': 'TCID.JK', 'dividends': 22, 'splits': 1, 'total': 23, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'TGKA.JK', 'price_stats': {'eod_records': 7037, 'intraday_records': 0, 'total_records': 7037}, 'action_stats': {'symbol': 'TGKA.JK', 'dividends': 24, 'splits': 1, 'total': 25, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'TLDN.JK', 'price_stats': {'eod_records': 1169, 'intraday_records': 0, 'total_records': 1169}, 'action_stats': {'symbol': 'TLDN.JK', 'dividends': 5, 'splits': 0, 'total': 5, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'UCID.JK', 'price_stats': {'eod_records': 1880, 'intraday_records': 0, 'total_records': 1880}, 'action_stats': {'symbol': 'UCID.JK', 'dividends': 6, 'splits': 0, 'total': 6, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'UDNG.JK', 'price_stats': {'eod_records': 696, 'intraday_records': 0, 'total_records': 696}, 'action_stats': {'symbol': 'UDNG.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ULTJ.JK', 'price_stats': {'eod_records': 8547, 'intraday_records': 0, 'total_records': 8547}, 'action_stats': {'symbol': 'ULTJ.JK', 'dividends': 13, 'splits': 1, 'total': 14, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'UNVR.JK', 'price_stats': {'eod_records': 8585, 'intraday_records': 0, 'total_records': 8585}, 'action_stats': {'symbol': 'UNVR.JK', 'dividends': 48, 'splits': 1, 'total': 49, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'VICI.JK', 'price_stats': {'eod_records': 1577, 'intraday_records': 0, 'total_records': 1577}, 'action_stats': {'symbol': 'VICI.JK', 'dividends': 9, 'splits': 0, 'total': 9, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'WAPO.JK', 'price_stats': {'eod_records': 7708, 'intraday_records': 0, 'total_records': 7708}, 'action_stats': {'symbol': 'WAPO.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'WMUU.JK', 'price_stats': {'eod_records': 1539, 'intraday_records': 0, 'total_records': 1539}, 'action_stats': {'symbol': 'WMUU.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'YUPI.JK', 'price_stats': {'eod_records': 273, 'intraday_records': 0, 'total_records': 273}, 'action_stats': {'symbol': 'YUPI.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ACES.JK', 'price_stats': {'eod_records': 5659, 'intraday_records': 0, 'total_records': 5659}, 'action_stats': {'symbol': 'ACES.JK', 'dividends': 18, 'splits': 1, 'total': 19, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ACRO.JK', 'price_stats': {'eod_records': 634, 'intraday_records': 0, 'total_records': 634}, 'action_stats': {'symbol': 'ACRO.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'AEGS.JK', 'price_stats': {'eod_records': 739, 'intraday_records': 0, 'total_records': 739}, 'action_stats': {'symbol': 'AEGS.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ARTA.JK', 'price_stats': {'eod_records': 7260, 'intraday_records': 0, 'total_records': 7260}, 'action_stats': {'symbol': 'ARTA.JK', 'dividends': 4, 'splits': 1, 'total': 5, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ASLC.JK', 'price_stats': {'eod_records': 1235, 'intraday_records': 0, 'total_records': 1235}, 'action_stats': {'symbol': 'ASLC.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'AUTO.JK', 'price_stats': {'eod_records': 8596, 'intraday_records': 0, 'total_records': 8596}, 'action_stats': {'symbol': 'AUTO.JK', 'dividends': 44, 'splits': 1, 'total': 45, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BABY.JK', 'price_stats': {'eod_records': 742, 'intraday_records': 0, 'total_records': 742}, 'action_stats': {'symbol': 'BABY.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BAIK.JK', 'price_stats': {'eod_records': 606, 'intraday_records': 0, 'total_records': 606}, 'action_stats': {'symbol': 'BAIK.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BAUT.JK', 'price_stats': {'eod_records': 1232, 'intraday_records': 0, 'total_records': 1232}, 'action_stats': {'symbol': 'BAUT.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BAYU.JK', 'price_stats': {'eod_records': 9111, 'intraday_records': 0, 'total_records': 9111}, 'action_stats': {'symbol': 'BAYU.JK', 'dividends': 7, 'splits': 0, 'total': 7, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BELL.JK', 'price_stats': {'eod_records': 2598, 'intraday_records': 0, 'total_records': 2598}, 'action_stats': {'symbol': 'BELL.JK', 'dividends': 8, 'splits': 1, 'total': 9, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BIKE.JK', 'price_stats': {'eod_records': 1189, 'intraday_records': 0, 'total_records': 1189}, 'action_stats': {'symbol': 'BIKE.JK', 'dividends': 5, 'splits': 0, 'total': 5, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BLTZ.JK', 'price_stats': {'eod_records': 3529, 'intraday_records': 0, 'total_records': 3529}, 'action_stats': {'symbol': 'BLTZ.JK', 'dividends': 0, 'splits': 1, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BMBL.JK', 'price_stats': {'eod_records': 937, 'intraday_records': 0, 'total_records': 937}, 'action_stats': {'symbol': 'BMBL.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
